state,county,county_state,fips,2016,2017,2018,2019,2020,2021
Texas,Midland County,"Midland County,  Texas",48329,302.58,103684.34,345.28,228517.0,260476.0,261574.0
Texas,Bell County,"Bell County,  Texas",48027,166.72,72738.03,186.75,163741.0,174940.0,179209.0
Texas,Coryell County,"Coryell County,  Texas",48099,166.72,62102.05,186.75,125979.0,143643.0,147148.0
Texas,Lampasas County,"Lampasas County,  Texas",48281,166.72,75016.07,186.75,152434.0,174401.0,178656.0
Texas,Calhoun County,"Calhoun County,  Texas",48057,214.49,57761.09,221.86,120570.0,124674.0,128759.0
Texas,Goliad County,"Goliad County,  Texas",48175,214.49,65332.14,221.86,135143.0,142929.0,147612.0
Texas,Victoria County,"Victoria County,  Texas",48469,214.49,68196.02,221.86,151394.0,156102.0,161216.0
Texas,Webb County,"Webb County,  Texas",48479,167.56,61371.35,182.99,140028.0,148312.0,146470.0
Texas,Smith County,"Smith County,  Texas",48423,188.75,79804.67,206.42,176760.0,177916.0,180430.0
Texas,Gregg County,"Gregg County,  Texas",48183,196.27,64697.37,201.89,148934.0,154957.0,158303.0
Texas,Rusk County,"Rusk County,  Texas",48401,196.27,53085.72,201.89,125080.0,131303.0,134139.0
Texas,Upshur County,"Upshur County,  Texas",48459,196.27,49062.07,201.89,130674.0,148439.0,151644.0
Texas,Hardin County,"Hardin County,  Texas",48199,189.48,57559.11,206.84,124825.0,129740.0,131254.0
Texas,Jefferson County,"Jefferson County,  Texas",48245,189.48,54739.27,206.84,130858.0,129218.0,130725.0
Texas,Orange County,"Orange County,  Texas",48361,189.48,58039.82,206.84,124305.0,132668.0,134215.0
Texas,Grayson County,"Grayson County,  Texas",48181,207.17,66970.16,248.46,167903.0,177401.0,182507.0
Texas,Atascosa County,"Atascosa County,  Texas",48013,213.54,58164.33,242.77,106300.0,103277.0,105162.0
Texas,Bandera County,"Bandera County,  Texas",48019,213.54,92806.29,242.77,177803.0,183768.0,187122.0
Texas,Bexar County,"Bexar County,  Texas",48029,213.54,81403.31,242.77,180031.0,196111.0,199690.0
Texas,Comal County,"Comal County,  Texas",48091,213.54,137009.53,242.77,304365.0,325550.0,331492.0
Texas,Guadalupe County,"Guadalupe County,  Texas",48187,213.54,99595.81,242.77,222996.0,236409.0,240724.0
Texas,Kendall County,"Kendall County,  Texas",48259,213.54,178522.88,242.77,346694.0,367642.0,374352.0
Texas,Medina County,"Medina County,  Texas",48325,213.54,79482.34,242.77,148310.0,145369.0,148022.0
Texas,Wilson County,"Wilson County,  Texas",48493,213.54,101434.9,242.77,192231.0,210563.0,214407.0
Texas,Ector County,"Ector County,  Texas",48135,260.97,61585.86,284.18,156471.0,167412.0,163691.0
Texas,Crosby County,"Crosby County,  Texas",48107,181.23,31690.75,196.34,60543.0,64107.0,64940.0
Texas,Lubbock County,"Lubbock County,  Texas",48303,181.23,68076.17,196.34,155652.0,161848.0,163953.0
Texas,Austin County,"Austin County,  Texas",48015,249.43,100190.43,275.79,195355.0,204420.0,206795.0
Texas,Brazoria County,"Brazoria County,  Texas",48039,249.43,89910.06,275.79,212626.0,235974.0,238715.0
Texas,Chambers County,"Chambers County,  Texas",48071,249.43,96493.96,275.79,192046.0,208690.0,211114.0
Texas,Fort Bend County,"Fort Bend County,  Texas",48157,249.43,130948.9,275.79,286362.0,297414.0,300869.0
Texas,Galveston County,"Galveston County,  Texas",48167,249.43,95592.97,275.79,209213.0,231392.0,234079.0
Texas,Harris County,"Harris County,  Texas",48201,249.43,85374.44,275.79,193494.0,205566.0,207953.0
Texas,Liberty County,"Liberty County,  Texas",48291,249.43,58106.14,275.79,119654.0,147041.0,148749.0
Texas,Montgomery County,"Montgomery County,  Texas",48339,249.43,110128.89,275.79,253372.0,275129.0,278325.0
Texas,San Jacinto County,"San Jacinto County,  Texas",48407,249.43,56085.92,275.79,112725.0,118820.0,120200.0
Texas,Waller County,"Waller County,  Texas",48473,249.43,92032.64,275.79,180877.0,205566.0,207953.0
Texas,Armstrong County,"Armstrong County,  Texas",48011,188.95,59912.1,198.93,144286.0,145951.0,149452.0
Texas,Carson County,"Carson County,  Texas",48065,188.95,52673.39,198.93,116414.0,119415.0,122279.0
Texas,Potter County,"Potter County,  Texas",48375,188.95,48485.76,198.93,96924.0,105624.0,108157.0
Texas,Randall County,"Randall County,  Texas",48381,188.95,82141.56,198.93,180856.0,187114.0,191602.0
Texas,El Paso County,"El Paso County,  Texas",48141,166.64,58849.58,176.37,130379.0,132341.0,137794.0
Texas,Aransas County,"Aransas County,  Texas",48007,207.93,88299.59,218.82,165903.0,166899.0,173123.0
Texas,Nueces County,"Nueces County,  Texas",48355,207.93,67568.09,218.82,147783.0,163812.0,169921.0
Texas,San Patricio County,"San Patricio County,  Texas",48409,207.93,71046.38,218.82,139823.0,134115.0,139117.0
Texas,Callahan County,"Callahan County,  Texas",48059,201.99,44107.7,220.11,90854.0,99928.0,98860.0
Texas,Jones County,"Jones County,  Texas",48253,201.99,41134.47,220.11,76971.0,86766.0,85839.0
Texas,Taylor County,"Taylor County,  Texas",48441,201.99,63029.92,220.11,133014.0,155105.0,153447.0
Texas,Archer County,"Archer County,  Texas",48009,170.07,58597.38,181.4,144213.0,154021.0,155962.0
Texas,Clay County,"Clay County,  Texas",48077,170.07,45589.04,181.4,97438.0,106403.0,107744.0
Texas,Wichita County,"Wichita County,  Texas",48485,170.07,52823.65,181.4,107485.0,119255.0,120759.0
Texas,Anderson County,"Anderson County,  Texas",48001,217.21,48086.65,240.48,98138.0,107619.0,109632.0
Texas,Andrews County,"Andrews County,  Texas",48003,217.21,64618.07,240.48,143246.0,151976.0,154819.0
Texas,Angelina County,"Angelina County,  Texas",48005,217.21,51991.18,240.48,115463.0,104873.0,106835.0
Texas,Bailey County,"Bailey County,  Texas",48017,217.21,33809.44,240.48,72468.0,73612.0,74989.0
Texas,Baylor County,"Baylor County,  Texas",48023,217.21,47161.52,240.48,74475.0,65480.0,66704.0
Texas,Bee County,"Bee County,  Texas",48025,217.21,42248.61,240.48,93173.0,95685.0,97474.0
Texas,Blanco County,"Blanco County,  Texas",48031,217.21,101264.22,240.48,248990.0,260229.0,265096.0
Texas,Borden County,"Borden County,  Texas",48033,217.21,48375.49,240.48,119477.0,161904.0,164932.0
Texas,Bosque County,"Bosque County,  Texas",48035,217.21,51439.19,240.48,116836.0,128530.0,130934.0
Texas,Brewster County,"Brewster County,  Texas",48043,217.21,65253.83,240.48,141872.0,159897.0,162888.0
Texas,Briscoe County,"Briscoe County,  Texas",48045,217.21,34792.12,240.48,69088.0,69704.0,71008.0
Texas,Brooks County,"Brooks County,  Texas",48047,217.21,30226.13,240.48,67609.0,71605.0,72944.0
Texas,Brown County,"Brown County,  Texas",48049,217.21,52363.8,240.48,102997.0,108253.0,110277.0
Texas,Burnet County,"Burnet County,  Texas",48053,217.21,91958.01,240.48,192896.0,202776.0,206568.0
Texas,Camp County,"Camp County,  Texas",48063,217.21,45254.23,240.48,92434.0,107302.0,109309.0
Texas,Cass County,"Cass County,  Texas",48067,217.21,46930.76,240.48,91060.0,91989.0,93709.0
Texas,Castro County,"Castro County,  Texas",48069,217.21,40919.0,240.48,86518.0,86497.0,88114.0
Texas,Cherokee County,"Cherokee County,  Texas",48073,217.21,48953.69,240.48,106378.0,108675.0,110708.0
Texas,Childress County,"Childress County,  Texas",48075,217.21,42479.89,240.48,84511.0,90299.0,91987.0
Texas,Cochran County,"Cochran County,  Texas",48079,217.21,18781.34,240.48,36023.0,40978.0,41744.0
Texas,Coke County,"Coke County,  Texas",48081,217.21,45774.35,240.48,83560.0,72978.0,74343.0
Texas,Coleman County,"Coleman County,  Texas",48083,217.21,34792.12,240.48,73947.0,80794.0,82305.0
Texas,Collingsworth County,"Collingsworth County,  Texas",48087,217.21,37220.06,240.48,54721.0,55130.0,56161.0
Texas,Colorado County,"Colorado County,  Texas",48089,217.21,63577.31,240.48,122858.0,131382.0,133839.0
Texas,Comanche County,"Comanche County,  Texas",48093,217.21,41786.05,240.48,107117.0,110893.0,112967.0
Texas,Concho County,"Concho County,  Texas",48095,217.21,49820.74,240.48,98772.0,107197.0,109202.0
Texas,Cooke County,"Cooke County,  Texas",48097,217.21,71033.79,240.48,153915.0,170142.0,173324.0
Texas,Cottle County,"Cottle County,  Texas",48101,217.21,24908.22,240.48,43840.0,49215.0,50136.0
Texas,Crane County,"Crane County,  Texas",48103,217.21,43982.7,240.48,97082.0,106035.0,108018.0
Texas,Crockett County,"Crockett County,  Texas",48105,217.21,45774.35,240.48,84405.0,94629.0,96399.0
Texas,Culberson County,"Culberson County,  Texas",48109,217.21,35196.61,240.48,60108.0,65902.0,67135.0
Texas,Dallam County,"Dallam County,  Texas",48111,217.21,42191.05,240.48,87469.0,94206.0,95968.0
Texas,Dawson County,"Dawson County,  Texas",48115,217.21,36006.09,240.48,71095.0,77520.0,78969.0
Texas,Deaf Smith County,"Deaf Smith County,  Texas",48117,217.21,50225.22,240.48,96976.0,96213.0,98012.0
Texas,DeWitt County,"DeWitt County,  Texas",48123,217.21,56872.23,240.48,112188.0,123672.0,125985.0
Texas,Dickens County,"Dickens County,  Texas",48125,217.21,28780.88,240.48,57150.0,53968.0,54977.0
Texas,Dimmit County,"Dimmit County,  Texas",48127,217.21,33751.87,240.48,77961.0,76886.0,78324.0
Texas,Donley County,"Donley County,  Texas",48129,217.21,34734.56,240.48,73419.0,72556.0,73913.0
Texas,Duval County,"Duval County,  Texas",48131,217.21,30630.61,240.48,52608.0,52173.0,53148.0
Texas,Eastland County,"Eastland County,  Texas",48133,217.21,34850.2,240.48,72362.0,78048.0,79507.0
Texas,Edwards County,"Edwards County,  Texas",48137,217.21,41092.72,240.48,79546.0,73084.0,74451.0
Texas,Erath County,"Erath County,  Texas",48143,217.21,70455.59,240.48,154232.0,168874.0,172033.0
Texas,Falls County,"Falls County,  Texas",48145,217.21,37624.54,240.48,69933.0,79526.0,81014.0
Texas,Fannin County,"Fannin County,  Texas",48147,217.21,54791.73,240.48,119583.0,130009.0,132440.0
Texas,Fayette County,"Fayette County,  Texas",48149,217.21,79935.01,240.48,174303.0,192320.0,195917.0
Texas,Fisher County,"Fisher County,  Texas",48151,217.21,37624.54,240.48,63489.0,70655.0,71976.0
Texas,Floyd County,"Floyd County,  Texas",48153,217.21,37855.82,240.48,67503.0,67909.0,69179.0
Texas,Foard County,"Foard County,  Texas",48155,217.21,32422.27,240.48,47749.0,49004.0,49921.0
Texas,Franklin County,"Franklin County,  Texas",48159,217.21,59762.72,240.48,145042.0,133283.0,135776.0
Texas,Freestone County,"Freestone County,  Texas",48161,217.21,47161.52,240.48,104371.0,118075.0,120283.0
Texas,Frio County,"Frio County,  Texas",48163,217.21,39647.47,240.48,79546.0,86814.0,88437.0
Texas,Gaines County,"Gaines County,  Texas",48165,217.21,53635.32,240.48,129724.0,159369.0,162350.0
Texas,Garza County,"Garza County,  Texas",48169,217.21,46699.48,240.48,80708.0,83223.0,84779.0
Texas,Gillespie County,"Gillespie County,  Texas",48171,217.21,137852.3,240.48,291668.0,303002.0,308669.0
Texas,Glasscock County,"Glasscock County,  Texas",48173,217.21,110049.8,240.48,234200.0,242064.0,246591.0
Texas,Gonzales County,"Gonzales County,  Texas",48177,217.21,51670.47,240.48,118526.0,128108.0,130504.0
Texas,Gray County,"Gray County,  Texas",48179,217.21,43346.94,240.48,81975.0,81955.0,83488.0
Texas,Grimes County,"Grimes County,  Texas",48185,217.21,61034.25,240.48,131520.0,156835.0,159768.0
Texas,Hale County,"Hale County,  Texas",48189,217.21,42537.45,240.48,84828.0,87342.0,88975.0
Texas,Hall County,"Hall County,  Texas",48191,217.21,21208.76,240.48,50918.0,55763.0,56806.0
Texas,Hamilton County,"Hamilton County,  Texas",48193,217.21,55947.62,240.48,134161.0,138141.0,140725.0
Texas,Hansford County,"Hansford County,  Texas",48195,217.21,47103.96,240.48,102892.0,100649.0,102531.0
Texas,Hardeman County,"Hardeman County,  Texas",48197,217.21,26468.59,240.48,40248.0,45519.0,46370.0
Texas,Harrison County,"Harrison County,  Texas",48203,217.21,59271.38,240.48,146098.0,158736.0,161704.0
Texas,Hartley County,"Hartley County,  Texas",48205,217.21,85252.93,240.48,169022.0,176584.0,179887.0
Texas,Haskell County,"Haskell County,  Texas",48207,217.21,27971.92,240.48,54298.0,56925.0,57990.0
Texas,Hemphill County,"Hemphill County,  Texas",48211,217.21,71438.28,240.48,142612.0,160214.0,163211.0
Texas,Henderson County,"Henderson County,  Texas",48213,217.21,58786.2,240.48,112294.0,126524.0,128890.0
Texas,Hill County,"Hill County,  Texas",48217,217.21,49242.54,240.48,104265.0,109626.0,111676.0
Texas,Hockley County,"Hockley County,  Texas",48219,217.21,47277.16,240.48,93807.0,98853.0,100702.0
Texas,Hood County,"Hood County,  Texas",48221,217.21,88547.9,240.48,191100.0,204360.0,208182.0
Texas,Hopkins County,"Hopkins County,  Texas",48223,217.21,53750.97,240.48,105744.0,121349.0,123618.0
Texas,Houston County,"Houston County,  Texas",48225,217.21,44329.62,240.48,89264.0,106352.0,108341.0
Texas,Howard County,"Howard County,  Texas",48227,217.21,42768.73,240.48,98349.0,104556.0,106512.0
Texas,Hudspeth County,"Hudspeth County,  Texas",48229,217.21,24735.01,240.48,48594.0,53757.0,54762.0
Texas,Hutchinson County,"Hutchinson County,  Texas",48233,217.21,42595.53,240.48,81659.0,83223.0,84779.0
Texas,Jack County,"Jack County,  Texas",48237,217.21,44445.26,240.48,87680.0,91144.0,92848.0
Texas,Jackson County,"Jackson County,  Texas",48239,217.21,50745.35,240.48,109125.0,120398.0,122650.0
Texas,Jasper County,"Jasper County,  Texas",48241,217.21,50109.58,240.48,110498.0,106563.0,108556.0
Texas,Jeff Davis County,"Jeff Davis County,  Texas",48243,217.21,54040.32,240.48,119266.0,118180.0,120391.0
Texas,Jim Hogg County,"Jim Hogg County,  Texas",48247,217.21,39705.55,240.48,70566.0,68648.0,69932.0
Texas,Jim Wells County,"Jim Wells County,  Texas",48249,217.21,40630.16,240.48,80602.0,80477.0,81982.0
Texas,Karnes County,"Karnes County,  Texas",48255,217.21,50514.06,240.48,103314.0,108042.0,110062.0
Texas,Kent County,"Kent County,  Texas",48263,217.21,41901.69,240.48,41938.0,36964.0,37656.0
Texas,Kerr County,"Kerr County,  Texas",48265,217.21,91553.52,240.48,180219.0,190736.0,194303.0
Texas,Kimble County,"Kimble County,  Texas",48267,217.21,49473.82,240.48,174303.0,158102.0,161059.0
Texas,King County,"King County,  Texas",48269,217.21,42306.69,240.48,40460.0,38760.0,39485.0
Texas,Kinney County,"Kinney County,  Texas",48271,217.21,41844.13,240.48,76905.0,72661.0,74020.0
Texas,Kleberg County,"Kleberg County,  Texas",48273,217.21,46815.12,240.48,93173.0,97058.0,98873.0
Texas,Knox County,"Knox County,  Texas",48275,217.21,24908.22,240.48,46270.0,47526.0,48414.0
Texas,Lamar County,"Lamar County,  Texas",48277,217.21,49762.66,240.48,100145.0,104662.0,106619.0
Texas,Lamb County,"Lamb County,  Texas",48279,217.21,35948.53,240.48,68348.0,69176.0,70470.0
Texas,La Salle County,"La Salle County,  Texas",48283,217.21,40630.16,240.48,86201.0,86919.0,88545.0
Texas,Lavaca County,"Lavaca County,  Texas",48285,217.21,69068.42,240.48,164373.0,171515.0,174722.0
Texas,Lee County,"Lee County,  Texas",48287,217.21,67045.49,240.48,132788.0,146485.0,149224.0
Texas,Leon County,"Leon County,  Texas",48289,217.21,59531.44,240.48,116308.0,117230.0,119422.0
Texas,Limestone County,"Limestone County,  Texas",48293,217.21,48375.49,240.48,95075.0,100754.0,102639.0
Texas,Lipscomb County,"Lipscomb County,  Texas",48295,217.21,53866.61,240.48,91166.0,106563.0,108556.0
Texas,Live Oak County,"Live Oak County,  Texas",48297,217.21,50340.86,240.48,100040.0,109943.0,111999.0
Texas,Llano County,"Llano County,  Texas",48299,217.21,92940.69,240.48,196593.0,205733.0,209581.0
Texas,Lynn County,"Lynn County,  Texas",48305,217.21,40514.52,240.48,83771.0,88715.0,90374.0
Texas,McCulloch County,"McCulloch County,  Texas",48307,217.21,39127.35,240.48,90427.0,98959.0,100810.0
Texas,McMullen County,"McMullen County,  Texas",48311,217.21,40167.6,240.48,112611.0,117124.0,119315.0
Texas,Madison County,"Madison County,  Texas",48313,217.21,59704.64,240.48,119160.0,119448.0,121682.0
Texas,Marion County,"Marion County,  Texas",48315,217.21,49531.89,240.48,98244.0,101916.0,103822.0
Texas,Martin County,"Martin County,  Texas",48317,217.21,57566.07,240.48,140605.0,156307.0,159230.0
Texas,Mason County,"Mason County,  Texas",48319,217.21,89588.15,240.48,172825.0,182498.0,185912.0
Texas,Matagorda County,"Matagorda County,  Texas",48321,217.21,54271.6,240.48,113561.0,121243.0,123511.0
Texas,Maverick County,"Maverick County,  Texas",48323,217.21,51381.11,240.48,100145.0,103395.0,105328.0
Texas,Menard County,"Menard County,  Texas",48327,217.21,32595.99,240.48,60214.0,62628.0,63800.0
Texas,Milam County,"Milam County,  Texas",48331,217.21,46699.48,240.48,102575.0,113428.0,115549.0
Texas,Mills County,"Mills County,  Texas",48333,217.21,69530.98,240.48,130358.0,148069.0,150838.0
Texas,Mitchell County,"Mitchell County,  Texas",48335,217.21,28145.12,240.48,73947.0,72873.0,74236.0
Texas,Montague County,"Montague County,  Texas",48337,217.21,55600.7,240.48,119055.0,121877.0,124156.0
Texas,Moore County,"Moore County,  Texas",48341,217.21,53866.61,240.48,121590.0,128742.0,131149.0
Texas,Morris County,"Morris County,  Texas",48343,217.21,40167.6,240.48,91166.0,95474.0,97259.0
Texas,Motley County,"Motley County,  Texas",48345,217.21,30803.82,240.48,58946.0,59671.0,60787.0
Texas,Nacogdoches County,"Nacogdoches County,  Texas",48347,217.21,57869.3,240.48,152542.0,136557.0,139111.0
Texas,Navarro County,"Navarro County,  Texas",48349,217.21,47103.96,240.48,100357.0,103078.0,105006.0
Texas,Newton County,"Newton County,  Texas",48351,217.21,43404.5,240.48,78806.0,85757.0,87361.0
Texas,Nolan County,"Nolan County,  Texas",48353,217.21,33173.67,240.48,76060.0,79737.0,81229.0
Texas,Ochiltree County,"Ochiltree County,  Texas",48357,217.21,48779.97,240.48,104899.0,108464.0,110493.0
Texas,Oldham County,"Oldham County,  Texas",48359,217.21,50456.5,240.48,101096.0,96530.0,98335.0
Texas,Palo Pinto County,"Palo Pinto County,  Texas",48363,217.21,47971.01,240.48,101307.0,113005.0,115119.0
Texas,Panola County,"Panola County,  Texas",48365,217.21,53173.28,240.48,103843.0,107936.0,109955.0
Texas,Parmer County,"Parmer County,  Texas",48369,217.21,50052.02,240.48,97504.0,103078.0,105006.0
Texas,Pecos County,"Pecos County,  Texas",48371,217.21,39878.75,240.48,79334.0,92200.0,93924.0
Texas,Polk County,"Polk County,  Texas",48373,217.21,47219.6,240.48,99617.0,116385.0,118562.0
Texas,Presidio County,"Presidio County,  Texas",48377,217.21,34445.2,240.48,61693.0,79315.0,80798.0
Texas,Rains County,"Rains County,  Texas",48379,217.21,56987.87,240.48,127928.0,135078.0,137605.0
Texas,Reagan County,"Reagan County,  Texas",48383,217.21,48028.57,240.48,99406.0,104345.0,106297.0
Texas,Real County,"Real County,  Texas",48385,217.21,63577.31,240.48,108808.0,119553.0,121789.0
Texas,Red River County,"Red River County,  Texas",48387,217.21,40110.04,240.48,70989.0,75091.0,76495.0
Texas,Reeves County,"Reeves County,  Texas",48389,217.21,25890.9,240.48,65707.0,68437.0,69717.0
Texas,Refugio County,"Refugio County,  Texas",48391,217.21,43173.22,240.48,87152.0,90404.0,92095.0
Texas,Roberts County,"Roberts County,  Texas",48393,217.21,63288.46,240.48,139548.0,140465.0,143092.0
Texas,Runnels County,"Runnels County,  Texas",48399,217.21,40572.6,240.48,81975.0,85969.0,87576.0
Texas,Sabine County,"Sabine County,  Texas",48403,217.21,48953.69,240.48,106906.0,122827.0,125124.0
Texas,San Augustine County,"San Augustine County,  Texas",48405,217.21,45774.35,240.48,91589.0,92939.0,94677.0
Texas,San Saba County,"San Saba County,  Texas",48411,217.21,42132.97,240.48,103420.0,115540.0,117701.0
Texas,Schleicher County,"Schleicher County,  Texas",48413,217.21,45889.99,240.48,73736.0,82167.0,83703.0
Texas,Scurry County,"Scurry County,  Texas",48415,217.21,51612.39,240.48,93067.0,90299.0,91987.0
Texas,Shackelford County,"Shackelford County,  Texas",48417,217.21,45774.35,240.48,84828.0,96530.0,98335.0
Texas,Shelby County,"Shelby County,  Texas",48419,217.21,43520.14,240.48,76694.0,82483.0,84026.0
Texas,Sherman County,"Sherman County,  Texas",48421,217.21,46179.35,240.48,103948.0,105401.0,107373.0
Texas,Somervell County,"Somervell County,  Texas",48425,217.21,80917.7,240.48,202403.0,231292.0,235617.0
Texas,Starr County,"Starr County,  Texas",48427,217.21,37740.18,240.48,72151.0,75935.0,77356.0
Texas,Stephens County,"Stephens County,  Texas",48429,217.21,48606.77,240.48,75426.0,78470.0,79938.0
Texas,Sterling County,"Sterling County,  Texas",48431,217.21,49993.94,240.48,68348.0,62311.0,63477.0
Texas,Stonewall County,"Stonewall County,  Texas",48433,217.21,28838.45,240.48,61482.0,58721.0,59819.0
Texas,Sutton County,"Sutton County,  Texas",48435,217.21,51092.27,240.48,101096.0,96952.0,98766.0
Texas,Swisher County,"Swisher County,  Texas",48437,217.21,38954.15,240.48,77961.0,85124.0,86716.0
Texas,Terrell County,"Terrell County,  Texas",48443,217.21,37220.06,240.48,76165.0,80688.0,82197.0
Texas,Terry County,"Terry County,  Texas",48445,217.21,37220.06,240.48,80391.0,80794.0,82305.0
Texas,Throckmorton County,"Throckmorton County,  Texas",48447,217.21,37335.7,240.48,71834.0,59460.0,60572.0
Texas,Titus County,"Titus County,  Texas",48449,217.21,56467.74,240.48,103103.0,110999.0,113075.0
Texas,Trinity County,"Trinity County,  Texas",48455,217.21,46930.76,240.48,84194.0,88398.0,90051.0
Texas,Tyler County,"Tyler County,  Texas",48457,217.21,47277.16,240.48,90215.0,93045.0,94785.0
Texas,Upton County,"Upton County,  Texas",48461,217.21,33404.95,240.48,69404.0,70655.0,71976.0
Texas,Uvalde County,"Uvalde County,  Texas",48463,217.21,44618.47,240.48,85250.0,93995.0,95753.0
Texas,Val Verde County,"Val Verde County,  Texas",48465,217.21,53520.2,240.48,101307.0,109203.0,111246.0
Texas,Van Zandt County,"Van Zandt County,  Texas",48467,217.21,59878.36,240.48,128773.0,139725.0,142339.0
Texas,Walker County,"Walker County,  Texas",48471,217.21,54309.64,240.48,178952.0,166129.0,169235.0
Texas,Ward County,"Ward County,  Texas",48475,217.21,41844.13,240.48,90955.0,91672.0,93386.0
Texas,Washington County,"Washington County,  Texas",48477,217.21,88432.26,240.48,180536.0,189152.0,192690.0
Texas,Wharton County,"Wharton County,  Texas",48481,217.21,59242.08,240.48,129830.0,135290.0,137820.0
Texas,Wheeler County,"Wheeler County,  Texas",48483,217.21,48664.85,240.48,90638.0,88715.0,90374.0
Texas,Wilbarger County,"Wilbarger County,  Texas",48487,217.21,40110.04,240.48,77327.0,72133.0,73482.0
Texas,Willacy County,"Willacy County,  Texas",48489,217.21,28838.45,240.48,60003.0,58404.0,59496.0
Texas,Winkler County,"Winkler County,  Texas",48495,217.21,26237.82,240.48,68031.0,66219.0,67457.0
Texas,Wood County,"Wood County,  Texas",48499,217.21,64328.71,240.48,137541.0,145217.0,147933.0
Texas,Yoakum County,"Yoakum County,  Texas",48501,217.21,43231.3,240.48,105638.0,122933.0,125232.0
Texas,Young County,"Young County,  Texas",48503,217.21,47508.44,240.48,94018.0,102233.0,104145.0
Texas,Zapata County,"Zapata County,  Texas",48505,217.21,32017.78,240.48,73419.0,82167.0,83703.0
Texas,Zavala County,"Zavala County,  Texas",48507,217.21,24330.02,240.48,51235.0,52806.0,53794.0
Texas,Irion County,"Irion County,  Texas",48235,219.82,59958.38,235.23,151341.0,121985.0,125331.0
Texas,Tom Green County,"Tom Green County,  Texas",48451,219.82,64107.14,235.23,170603.0,155187.0,159445.0
Texas,Collin County,"Collin County,  Texas",48085,224.81,159896.26,266.61,354520.0,369811.0,377442.0
Texas,Dallas County,"Dallas County,  Texas",48113,224.81,89101.3,266.61,204323.0,225897.0,230559.0
Texas,Delta County,"Delta County,  Texas",48119,224.81,52223.84,266.61,81604.0,91591.0,93481.0
Texas,Denton County,"Denton County,  Texas",48121,224.81,137192.86,266.61,317674.0,328246.0,335019.0
Texas,Ellis County,"Ellis County,  Texas",48139,224.81,102100.33,266.61,217542.0,240414.0,245375.0
Texas,Hunt County,"Hunt County,  Texas",48231,224.81,68716.84,266.61,149989.0,139215.0,142087.0
Texas,Johnson County,"Johnson County,  Texas",48251,224.81,82692.7,266.61,170495.0,179736.0,183445.0
Texas,Kaufman County,"Kaufman County,  Texas",48257,224.81,88978.99,266.61,197869.0,224540.0,229173.0
Texas,Parker County,"Parker County,  Texas",48367,224.81,101856.26,266.61,251162.0,260884.0,266267.0
Texas,Rockwall County,"Rockwall County,  Texas",48397,224.81,142441.18,266.61,296336.0,312371.0,318817.0
Texas,Tarrant County,"Tarrant County,  Texas",48439,224.81,93617.41,266.61,218583.0,237803.0,242710.0
Texas,Wise County,"Wise County,  Texas",48497,224.81,89957.45,266.61,182881.0,254304.0,259552.0
Texas,Hidalgo County,"Hidalgo County,  Texas",48215,158.5,42927.47,170.9,90755.0,96871.0,99889.0
Texas,Bastrop County,"Bastrop County,  Texas",48021,286.29,91844.43,325.65,183934.0,201046.0,209567.0
Texas,Caldwell County,"Caldwell County,  Texas",48055,286.29,80420.37,325.65,136986.0,155926.0,162535.0
Texas,Hays County,"Hays County,  Texas",48209,286.29,119312.1,325.65,264647.0,289131.0,301386.0
Texas,Travis County,"Travis County,  Texas",48453,286.29,162091.22,325.65,380731.0,390138.0,406675.0
Texas,Williamson County,"Williamson County,  Texas",48491,286.29,132812.07,325.65,303341.0,323267.0,336969.0
Texas,Brazos County,"Brazos County,  Texas",48041,220.96,104433.13,245.59,236998.0,242843.0,243256.0
Texas,Burleson County,"Burleson County,  Texas",48051,220.96,60943.27,245.59,112311.0,127652.0,127869.0
Texas,Robertson County,"Robertson County,  Texas",48395,220.96,60616.91,245.59,106378.0,113725.0,113918.0
Texas,McLennan County,"McLennan County,  Texas",48309,195.35,71511.66,232.9,172706.0,176843.0,178548.0
Texas,Bowie County,"Bowie County,  Texas",48037,171.65,54614.39,180.25,130576.0,137967.0,138137.0
Utah,Washington County,"Washington County,  Utah",49053,174.46,129523.34,205.28,335190.0,350464.0,369072.0
Utah,Beaver County,"Beaver County,  Utah",49001,222.74,90678.44,250.23,173619.0,189695.0,196096.0
Utah,Box Elder County,"Box Elder County,  Utah",49003,222.74,101244.48,250.23,203897.0,217466.0,224804.0
Utah,Carbon County,"Carbon County,  Utah",49007,222.74,74920.46,250.23,146132.0,150389.0,155464.0
Utah,Daggett County,"Daggett County,  Utah",49009,222.74,105591.28,250.23,226874.0,182432.0,188588.0
Utah,Duchesne County,"Duchesne County,  Utah",49013,222.74,104323.31,250.23,196918.0,198454.0,205150.0
Utah,Emery County,"Emery County,  Utah",49015,222.74,80233.5,250.23,149782.0,149748.0,154801.0
Utah,Garfield County,"Garfield County,  Utah",49017,222.74,94663.47,250.23,193160.0,201765.0,208573.0
Utah,Grand County,"Grand County,  Utah",49019,222.74,135839.78,250.23,255542.0,264676.0,273608.0
Utah,Iron County,"Iron County,  Utah",49021,222.74,100278.24,250.23,216245.0,228147.0,235846.0
Utah,Kane County,"Kane County,  Utah",49025,222.74,105953.55,250.23,204004.0,218854.0,226240.0
Utah,Millard County,"Millard County,  Utah",49027,222.74,83675.12,250.23,156332.0,165556.0,171143.0
