GeoFips,GeoName,2017,2018,2019,2020
13289,"Twiggs, GA",37252,40393,40913,44686
13291,"Union, GA",36333,36919,38294,39839
13293,"Upson, GA",33633,34893,36600,39391
13295,"Walker, GA",31848,32834,33883,36157
13297,"Walton, GA",39434,41047,42588,44977
13299,"Ware, GA",32626,33082,33737,37306
13301,"Warren, GA",32724,33999,36015,39545
13303,"Washington, GA",34168,34685,35889,39151
13305,"Wayne, GA",29868,31330,31927,34877
13307,"Webster, GA",31809,32221,33487,36032
13309,"Wheeler, GA",18513,18465,18944,21087
13311,"White, GA",34904,35641,36814,38858
13313,"Whitfield, GA",36997,39105,40622,43456
13315,"Wilcox, GA",27059,26687,28621,29895
13317,"Wilkes, GA",39932,40172,41337,42093
13319,"Wilkinson, GA",34206,35334,37209,40158
13321,"Worth, GA",32818,34010,36250,39102
15001,"Hawaii, HI",39992,40925,42551,46281
15003,"Honolulu, HI",56145,57468,59329,62793
15007,"Kauai, HI",46061,48497,50967,54089
15901,"Maui + Kalawao, HI*",46348,47886,50536,51838
16001,"Ada, ID",50588,53014,54506,57215
16003,"Adams, ID",35518,36701,39154,41066
16005,"Bannock, ID",36684,37202,38595,41272
16007,"Bear Lake, ID",37410,39545,42115,46370
16009,"Benewah, ID",35480,37448,39409,42803
16011,"Bingham, ID",33330,35323,37758,42541
16013,"Blaine, ID",105492,112089,116542,117681
16015,"Boise, ID",41218,40739,42821,45422
16017,"Bonner, ID",38854,40496,42190,44751
16019,"Bonneville, ID",46313,48007,52881,54601
16021,"Boundary, ID",34065,36048,37189,39272
16023,"Butte, ID",37900,39925,43651,51370
16025,"Camas, ID",40324,43000,51540,53373
16027,"Canyon, ID",31533,33435,34640,37611
16029,"Caribou, ID",37996,38219,41449,48595
16031,"Cassia, ID",42197,43245,46027,51149
16033,"Clark, ID",42661,43783,41440,47615
16035,"Clearwater, ID",34338,35043,35730,39140
16037,"Custer, ID",41237,41773,43698,48718
16039,"Elmore, ID",36178,36582,39539,42033
16041,"Franklin, ID",33979,34420,36580,40495
16043,"Fremont (includes Yellowstone Park), ID",32693,34443,37292,40803
16045,"Gem, ID",36080,37755,39663,42561
16047,"Gooding, ID",51387,52886,59569,68597
16049,"Idaho, ID",33026,33955,35343,39182
16051,"Jefferson, ID",33361,34559,36926,40288
16053,"Jerome, ID",35110,35514,38003,42332
16055,"Kootenai, ID",43327,45311,46762,48953
16057,"Latah, ID",38891,39641,41442,43944
16059,"Lemhi, ID",39893,40720,43160,47981
16061,"Lewis, ID",44158,46246,48762,54918
16063,"Lincoln, ID",35350,34792,40318,45593
16065,"Madison, ID",24673,27165,28436,30838
16067,"Minidoka, ID",35763,38181,40939,46743
16069,"Nez Perce, ID",42470,44373,46305,50550
16071,"Oneida, ID",34331,35345,38399,43117
16073,"Owyhee, ID",33111,35423,38606,42616
16075,"Payette, ID",37893,39461,41274,44312
16077,"Power, ID",33915,37770,42421,52807
16079,"Shoshone, ID",34005,35168,36063,40953
16081,"Teton, ID",37598,39527,41258,43521
16083,"Twin Falls, ID",38457,39698,41092,44112
16085,"Valley, ID",47876,48829,50329,52298
16087,"Washington, ID",34036,34706,36515,40050
17001,"Adams, IL",44320,46466,47593,51779
17003,"Alexander, IL",33156,34510,37560,43272
17005,"Bond, IL",34942,36565,38008,41745
17007,"Boone, IL",45319,47321,48062,51066
17009,"Brown, IL",32693,34867,36759,41094
17011,"Bureau, IL",39307,40682,42352,47081
17013,"Calhoun, IL",40717,41418,43234,47665
17015,"Carroll, IL",42144,43501,44351,50871
17017,"Cass, IL",38835,39935,41180,48079
17019,"Champaign, IL",43460,44277,45591,49187
17021,"Christian, IL",39086,41014,42155,46873
17023,"Clark, IL",39229,41026,41993,46560
17025,"Clay, IL",38544,40226,39623,45559
17027,"Clinton, IL",44656,46004,48033,51095
17029,"Coles, IL",38805,39952,42106,45967
17031,"Cook, IL",59285,63491,65817,69935
17033,"Crawford, IL",43971,45127,46662,50986
17035,"Cumberland, IL",69367,73616,73276,80116
17037,"DeKalb, IL",39139,40515,41918,45555
17039,"De Witt, IL",44521,46775,46742,53339
17041,"Douglas, IL",48050,50454,51099,55721
17043,"DuPage, IL",69975,73559,76331,79127
17045,"Edgar, IL",39711,40698,41635,48411
17047,"Edwards, IL",38830,40053,40659,45295
17049,"Effingham, IL",47725,49214,50707,54838
17051,"Fayette, IL",33838,35232,36244,40786
17053,"Ford, IL",46674,48240,51927,58512
17055,"Franklin, IL",35709,36944,37648,41625
17057,"Fulton, IL",36023,37411,38014,42264
17059,"Gallatin, IL",38994,39824,42731,48856
17061,"Greene, IL",33869,35421,35876,42437
17063,"Grundy, IL",49909,54647,59397,61862
17065,"Hamilton, IL",40602,42266,43371,48255
17067,"Hancock, IL",41481,43445,44482,51388
17069,"Hardin, IL",37248,36414,37228,40720
17071,"Henderson, IL",39991,41700,41304,48805
17073,"Henry, IL",43601,45006,46088,51103
17075,"Iroquois, IL",40774,42897,44138,51824
17077,"Jackson, IL",35421,36450,37345,40297
17079,"Jasper, IL",40189,40616,41157,48090
17081,"Jefferson, IL",37950,39183,40141,44163
17083,"Jersey, IL",39417,41665,42742,46828
17085,"Jo Daviess, IL",45553,47262,48547,53399
17087,"Johnson, IL",34908,35890,36561,39793
17089,"Kane, IL",49543,51393,52654,55976
17091,"Kankakee, IL",39487,41173,42857,46988
17093,"Kendall, IL",47687,49244,50577,53998
17095,"Knox, IL",37341,38982,39567,44921
17097,"Lake, IL",75511,79644,82580,85159
17099,"LaSalle, IL",42701,44203,45403,49292
17101,"Lawrence, IL",28267,30328,30565,35878
17103,"Lee, IL",39496,41131,42167,47249
17105,"Livingston, IL",42162,44522,44840,52100
17107,"Logan, IL",35045,36635,37131,41682
17109,"McDonough, IL",36826,37728,37675,41685
17111,"McHenry, IL",53897,55474,57126,60097
17113,"McLean, IL",47345,49302,49760,54639
17115,"Macon, IL",45237,47662,48151,52196
17117,"Macoupin, IL",38946,40607,41715,45948
17119,"Madison, IL",44477,46273,48261,51433
17121,"Marion, IL",40116,41322,42636,46966
17123,"Marshall, IL",43061,45334,45100,51165
17125,"Mason, IL",38580,40755,40716,47178
17127,"Massac, IL",36144,37138,39601,44089
17129,"Menard, IL",43863,45609,46531,51028
17131,"Mercer, IL",44669,46083,46961,53966
17133,"Monroe, IL",55270,57014,58637,61366
17135,"Montgomery, IL",34094,35146,35771,40180
17137,"Morgan, IL",38285,39039,39832,43763
17139,"Moultrie, IL",57059,63193,68682,69297
17141,"Ogle, IL",44330,45986,46704,50110
17143,"Peoria, IL",48040,49828,50668,54609
17145,"Perry, IL",35319,36623,37749,41366
17147,"Piatt, IL",51805,53874,54025,59952
17149,"Pike, IL",38706,40132,40887,47052
17151,"Pope, IL",27948,28930,29451,33286
17153,"Pulaski, IL",36049,36034,37776,43533
17155,"Putnam, IL",55374,58408,64023,66839
17157,"Randolph, IL",35142,36105,37946,41919
17159,"Richland, IL",39506,40796,41737,46318
17161,"Rock Island, IL",43023,44137,44418,48492
17163,"St. Clair, IL",42831,44570,46124,49646
17165,"Saline, IL",37841,39105,40205,44321
17167,"Sangamon, IL",46172,47769,49380,52891
17169,"Schuyler, IL",39912,41546,43995,49505
17171,"Scott, IL",38139,41434,40736,47152
17173,"Shelby, IL",37334,39748,39898,45745
17175,"Stark, IL",41501,43303,42358,51267
17177,"Stephenson, IL",40217,41701,43106,46534
17179,"Tazewell, IL",44821,47615,48302,51920
17181,"Union, IL",40183,41842,43107,48028
17183,"Vermilion, IL",37326,38433,39696,44533
17185,"Wabash, IL",41494,42412,43194,47543
17187,"Warren, IL",38511,40693,40489,47232
17189,"Washington, IL",44645,47238,48131,53789
17191,"Wayne, IL",36107,37839,38950,44127
17193,"White, IL",46287,48533,48700,52223
17195,"Whiteside, IL",41954,43056,44170,48757
17197,"Will, IL",51477,53125,54456,57700
17199,"Williamson, IL",42556,44050,45418,48625
17201,"Winnebago, IL",41476,43166,43972,47404
17203,"Woodford, IL",49235,52346,52845,56797
18001,"Adams, IN",37861,39244,39986,42452
18003,"Allen, IN",44424,46677,47828,50327
18005,"Bartholomew, IN",48069,51441,53268,55804
18007,"Benton, IN",38286,40345,41575,48450
18009,"Blackford, IN",35813,37179,38529,41561
18011,"Boone, IN",71227,74825,77641,80314
18013,"Brown, IN",45364,47440,49687,51505
18015,"Carroll, IN",40472,42307,43243,46792
18017,"Cass, IN",37297,38531,40398,44305
18019,"Clark, IN",42620,43880,45231,48210
18021,"Clay, IN",37054,37546,38246,41941
18023,"Clinton, IN",36714,38878,39760,43027
18025,"Crawford, IN",32992,33834,34790,38276
18027,"Daviess, IN",40800,42512,44086,47919
18029,"Dearborn, IN",45474,47799,50207,52778
18031,"Decatur, IN",40895,42470,44414,48033
18033,"DeKalb, IN",42653,44159,46467,48937
18035,"Delaware, IN",35671,36727,38153,40948
18037,"Dubois, IN",54228,55580,56927,59524
18039,"Elkhart, IN",45442,46541,46845,49875
18041,"Fayette, IN",38661,40252,41537,45375
18043,"Floyd, IN",53169,55305,57236,60233
18045,"Fountain, IN",38277,39782,40541,44685
18047,"Franklin, IN",45062,46082,47405,51316
18049,"Fulton, IN",39993,41710,43186,46613
18051,"Gibson, IN",42922,44822,45743,48976
18053,"Grant, IN",38043,40073,40647,43997
18055,"Greene, IN",37864,39141,41210,44437
18057,"Hamilton, IN",72952,76293,78343,80426
18059,"Hancock, IN",48773,51058,52151,55084
18061,"Harrison, IN",40825,42212,43675,46468
18063,"Hendricks, IN",48563,50539,51614,55169
18065,"Henry, IN",36699,38092,39833,43016
18067,"Howard, IN",39870,41689,42409,44945
18069,"Huntington, IN",39976,41674,42630,45969
18071,"Jackson, IN",40605,43374,44568,47673
18073,"Jasper, IN",41844,43614,45113,48987
18075,"Jay, IN",37574,38551,37883,42194
18077,"Jefferson, IN",40347,42315,44456,48068
18079,"Jennings, IN",37723,39612,41770,45380
18081,"Johnson, IN",47031,48999,50596,53081
18083,"Knox, IN",42651,44094,44926,49156
18085,"Kosciusko, IN",45839,47670,48877,51687
18087,"Lagrange, IN",41217,42943,42717,45115
18089,"Lake, IN",43106,45236,45974,49229
18091,"LaPorte, IN",40553,42248,43065,46274
18093,"Lawrence, IN",38939,40664,42567,45897
18095,"Madison, IN",36466,37918,39410,42283
18097,"Marion, IN",49947,52513,56383,59264
18099,"Marshall, IN",40479,41769,42204,45277
18101,"Martin, IN",37127,38391,40169,44160
18103,"Miami, IN",33666,34632,35442,37669
18105,"Monroe, IN",40484,42192,44014,46693
18107,"Montgomery, IN",38196,39534,41060,44415
18109,"Morgan, IN",42377,44038,45667,47894
18111,"Newton, IN",37322,39533,40954,46215
18113,"Noble, IN",38693,40021,41496,44436
18115,"Ohio, IN",38875,39925,41514,44555
18117,"Orange, IN",37065,37740,38167,41640
18119,"Owen, IN",38268,39837,41570,45143
18121,"Parke, IN",34858,35798,37924,41554
18123,"Perry, IN",36869,37577,37905,40140
18125,"Pike, IN",39218,40160,41612,44603
18127,"Porter, IN",51098,53520,54814,57654
18129,"Posey, IN",46583,48136,51656,54646
18131,"Pulaski, IN",41197,42840,44831,50558
18133,"Putnam, IN",36175,37410,38575,41404
18135,"Randolph, IN",36698,37567,39095,44027
18137,"Ripley, IN",40415,41761,43024,46992
18139,"Rush, IN",43542,44792,46328,49889
18141,"St. Joseph, IN",45798,47718,48244,51141
18143,"Scott, IN",36225,37487,38776,41981
18145,"Shelby, IN",41980,43715,45153,48628
18147,"Spencer, IN",42196,43605,45829,47890
18149,"Starke, IN",33673,34643,35468,38910
18151,"Steuben, IN",41750,43764,45556,48032
18153,"Sullivan, IN",34094,35499,36583,39903
18155,"Switzerland, IN",29660,31534,32559,35647
18157,"Tippecanoe, IN",37052,38942,39533,41446
18159,"Tipton, IN",43858,45875,47072,50127
18161,"Union, IN",36632,38664,39613,43626
18163,"Vanderburgh, IN",43991,45350,47499,50033
18165,"Vermillion, IN",36875,37068,37996,41997
18167,"Vigo, IN",36941,37829,39100,41895
18169,"Wabash, IN",40307,41972,42942,46847
18171,"Warren, IN",40919,43529,44397,49845
18173,"Warrick, IN",54656,56722,58628,60188
18175,"Washington, IN",36732,38985,39989,43519
18177,"Wayne, IN",39367,40945,42400,45499
18179,"Wells, IN",40415,41889,42730,45704
18181,"White, IN",40311,42766,43768,47633
18183,"Whitley, IN",43018,45155,47029,49256
19001,"Adair, IA",48748,51910,51911,56422
19003,"Adams, IA",59637,60013,57401,59569
19005,"Allamakee, IA",44785,46440,48046,51107
19007,"Appanoose, IA",37499,38183,38918,42125
19009,"Audubon, IA",46419,50456,51186,54313
19011,"Benton, IA",51181,52840,53675,57277
19013,"Black Hawk, IA",42235,45028,46103,49133
19015,"Boone, IA",45547,47380,49084,52028
19017,"Bremer, IA",46885,48625,49138,52608
19019,"Buchanan, IA",45848,47927,48404,51065
19021,"Buena Vista, IA",42225,45429,44069,48077
19023,"Butler, IA",43406,45903,46750,49428
19025,"Calhoun, IA",45350,48536,49151,52585
19027,"Carroll, IA",51214,54375,53342,56244
19029,"Cass, IA",44779,47134,48355,50849
19031,"Cedar, IA",51071,53606,54041,56528
19033,"Cerro Gordo, IA",49641,51458,50746,53643
19035,"Cherokee, IA",55412,60086,56677,60881
19037,"Chickasaw, IA",54213,57666,55503,59495
19039,"Clarke, IA",39539,41375,40631,43807
19041,"Clay, IA",46951,49896,51093,54395
19043,"Clayton, IA",47773,48440,49496,53657
19045,"Clinton, IA",42098,43926,44909,48328
19047,"Crawford, IA",39122,41049,42083,45230
19049,"Dallas, IA",64976,67409,67878,70851
19051,"Davis, IA",35664,38647,39508,41649
19053,"Decatur, IA",32810,34732,35075,38347
19055,"Delaware, IA",49398,51013,50248,54843
19057,"Des Moines, IA",47903,48752,49577,51704
19059,"Dickinson, IA",56634,59230,61473,63319
19061,"Dubuque, IA",46813,49703,51329,54751
19063,"Emmet, IA",40755,44570,45441,46654
19065,"Fayette, IA",41629,43776,43734,47373
19067,"Floyd, IA",44705,46364,47251,50215
19069,"Franklin, IA",45259,47140,47032,51028
19071,"Fremont, IA",43597,43761,47724,50870
19073,"Greene, IA",44979,46954,48006,52647
19075,"Grundy, IA",49281,51112,51819,55615
19077,"Guthrie, IA",49190,51844,51268,54755
19079,"Hamilton, IA",50332,54236,50543,51584
19081,"Hancock, IA",50605,52790,51365,54318
19083,"Hardin, IA",46711,48418,47644,50328
19085,"Harrison, IA",42761,45088,47471,49678
19087,"Henry, IA",40825,42808,43772,46541
19089,"Howard, IA",45204,48497,48597,52726
19091,"Humboldt, IA",46539,48589,49859,52298
19093,"Ida, IA",47907,50870,52025,57429
19095,"Iowa, IA",51585,53500,54941,58759
19097,"Jackson, IA",43547,44437,45994,49878
19099,"Jasper, IA",41417,42019,43692,46473
19101,"Jefferson, IA",38624,40207,40903,42674
19103,"Johnson, IA",50974,53822,54769,56573
19105,"Jones, IA",42405,43438,44454,47506
19107,"Keokuk, IA",42579,43852,44403,48599
19109,"Kossuth, IA",49340,51412,50442,53422
19111,"Lee, IA",39375,41094,42953,45548
19113,"Linn, IA",50911,52725,53578,56592
19115,"Louisa, IA",39853,41954,42777,44821
19117,"Lucas, IA",39548,41442,42585,44707
19119,"Lyon, IA",56626,57059,55786,57766
19121,"Madison, IA",47681,49150,50345,53244
19123,"Mahaska, IA",39627,43180,43462,46388
19125,"Marion, IA",46368,48351,50704,53648
19127,"Marshall, IA",40507,42260,43722,47696
19129,"Mills, IA",50966,54814,58598,60384
19131,"Mitchell, IA",56632,63254,62670,62037
19133,"Monona, IA",42390,44626,46952,50807
19135,"Monroe, IA",40676,43339,45325,48423
19137,"Montgomery, IA",38630,41346,42740,45665
19139,"Muscatine, IA",45351,46619,48157,51135
19141,"O'Brien, IA",51960,54381,54710,57629
19143,"Osceola, IA",50338,51758,48362,50706
19145,"Page, IA",39525,41071,42970,47321
19147,"Palo Alto, IA",50244,54550,50554,51679
19149,"Plymouth, IA",52733,55481,56634,59460
19151,"Pocahontas, IA",47096,53255,52929,53074
19153,"Polk, IA",51650,52762,54049,57080
19155,"Pottawattamie, IA",42648,44820,45642,47921
19157,"Poweshiek, IA",42920,44959,46021,50139
19159,"Ringgold, IA",43127,45840,46574,50196
19161,"Sac, IA",51361,54227,56400,59653
19163,"Scott, IA",52524,53655,55094,58465
19165,"Shelby, IA",49203,51543,52317,55229
19167,"Sioux, IA",51471,53439,52234,55209
19169,"Story, IA",40351,42525,44100,45951
19171,"Tama, IA",42801,45254,46647,52315
19173,"Taylor, IA",39932,40877,41479,44763
19175,"Union, IA",38316,40565,41084,43735
19177,"Van Buren, IA",38492,40690,40328,41781
19179,"Wapello, IA",37349,38404,39576,42889
19181,"Warren, IA",49693,50327,51955,54251
19183,"Washington, IA",54338,57480,60857,59565
19185,"Wayne, IA",39463,42610,42605,46743
19187,"Webster, IA",43021,44853,46562,48862
19189,"Winnebago, IA",40456,42605,42377,45722
19191,"Winneshiek, IA",46284,48612,49610,54036
19193,"Woodbury, IA",41290,43130,44690,47731
19195,"Worth, IA",40063,40467,41710,45566
19197,"Wright, IA",46665,51879,48770,52825
20001,"Allen, KS",37345,39665,42756,45840
20003,"Anderson, KS",37380,38277,39196,43864
20005,"Atchison, KS",36893,38114,39743,42974
20007,"Barber, KS",39198,42895,43570,49804
20009,"Barton, KS",44652,45018,47429,49436
20011,"Bourbon, KS",40812,45029,41792,44521
20013,"Brown, KS",42065,45226,45349,48026
20015,"Butler, KS",44257,46265,48192,50789
20017,"Chase, KS",45221,51234,50941,56852
20019,"Chautauqua, KS",38021,40456,41514,44908
20021,"Cherokee, KS",37296,40588,41760,44739
20023,"Cheyenne, KS",40303,45903,45768,54465
20025,"Clark, KS",54337,54118,54420,60647
20027,"Clay, KS",39991,41849,43526,47126
20029,"Cloud, KS",35304,38195,39807,44452
20031,"Coffey, KS",48697,52834,52701,56988
20033,"Comanche, KS",37064,42445,40844,46141
20035,"Cowley, KS",36321,37835,39690,42334
20037,"Crawford, KS",36414,37947,39587,42963
20039,"Decatur, KS",41525,42366,43934,51018
20041,"Dickinson, KS",39049,41120,42873,47348
20043,"Doniphan, KS",38735,39552,42643,44885
20045,"Douglas, KS",42005,43888,45174,47494
20047,"Edwards, KS",52652,54395,53549,61904
20049,"Elk, KS",36484,38988,38779,42431
20051,"Ellis, KS",43224,45419,47072,50785
20053,"Ellsworth, KS",40363,43626,46178,47276
20055,"Finney, KS",41377,43473,43588,46899
20057,"Ford, KS",37547,39188,40145,45081
20059,"Franklin, KS",40669,42645,43930,46437
20061,"Geary, KS",47627,49684,52022,54663
20063,"Gove, KS",54891,57091,56396,61150
20065,"Graham, KS",44061,48953,49939,56190
20067,"Grant, KS",43281,46105,43820,44835
20069,"Gray, KS",63726,60129,57854,60355
20071,"Greeley, KS",70837,72675,66094,89737
20073,"Greenwood, KS",39613,40959,41837,46032
20075,"Hamilton, KS",50229,54743,55843,75840
20077,"Harper, KS",42622,46455,52777,57870
20079,"Harvey, KS",39906,42453,43822,46698
20081,"Haskell, KS",64759,61737,52604,56311
20083,"Hodgeman, KS",51539,53439,53124,61030
20085,"Jackson, KS",40114,42018,43163,46523
20087,"Jefferson, KS",43272,44870,44598,48099
20089,"Jewell, KS",43685,49161,49336,55860
20091,"Johnson, KS",71643,74892,78670,80681
20093,"Kearny, KS",48794,50336,52915,61932
20095,"Kingman, KS",40488,43294,46275,50889
20097,"Kiowa, KS",39495,41155,40295,48250
20099,"Labette, KS",40293,41834,42939,47114
20101,"Lane, KS",65103,69738,66005,72211
20103,"Leavenworth, KS",41750,42890,44060,46176
20105,"Lincoln, KS",37176,41892,43879,52328
20107,"Linn, KS",37033,38793,40714,44155
20109,"Logan, KS",42735,45656,48091,57732
20111,"Lyon, KS",36769,38347,38840,43035
20113,"McPherson, KS",46967,51311,55906,58438
20115,"Marion, KS",38977,41646,42603,46588
20117,"Marshall, KS",41053,43181,43858,48358
20119,"Meade, KS",53289,57132,60265,65633
20121,"Miami, KS",46623,48650,49837,52811
20123,"Mitchell, KS",49179,56707,60282,63384
20125,"Montgomery, KS",35127,36907,37469,40651
20127,"Morris, KS",41088,43885,42993,48171
20129,"Morton, KS",40530,44732,44985,54151
20131,"Nemaha, KS",50555,51821,51253,56013
20133,"Neosho, KS",37065,38823,40400,43566
20135,"Ness, KS",44872,49497,52570,60508
20137,"Norton, KS",41572,40991,42973,47679
20139,"Osage, KS",39487,42142,42799,46698
20141,"Osborne, KS",39071,47012,47340,51423
20143,"Ottawa, KS",39432,41390,41714,45692
20145,"Pawnee, KS",38315,39112,41101,43986
20147,"Phillips, KS",47620,49888,51310,56496
20149,"Pottawatomie, KS",51578,53433,53697,57495
20151,"Pratt, KS",44138,46936,49737,53750
20153,"Rawlins, KS",46035,49858,56570,65230
20155,"Reno, KS",39146,39799,41671,44529
20157,"Republic, KS",42027,42539,44316,49163
20159,"Rice, KS",41138,41936,43331,46275
20161,"Riley, KS",41330,41618,43056,45177
20163,"Rooks, KS",35665,39438,39555,46817
20165,"Rush, KS",40509,46274,50981,59190
20167,"Russell, KS",41969,43822,44875,48430
20169,"Saline, KS",47632,49201,50099,53320
20171,"Scott, KS",62069,56898,55993,60520
20173,"Sedgwick, KS",50517,51889,54385,56550
20175,"Seward, KS",36749,37915,38254,43606
20177,"Shawnee, KS",44425,46809,48091,51216
20179,"Sheridan, KS",47442,44948,44967,50691
20181,"Sherman, KS",41037,43189,42422,48439
20183,"Smith, KS",39894,43589,46587,54497
20185,"Stafford, KS",43144,45168,46272,50623
20187,"Stanton, KS",59976,60721,73965,85633
20189,"Stevens, KS",39118,40348,43272,48686
20191,"Sumner, KS",36511,38422,41335,44392
20193,"Thomas, KS",43349,46960,47934,51457
20195,"Trego, KS",43221,47748,48982,56311
20197,"Wabaunsee, KS",48955,50961,51245,54428
20199,"Wallace, KS",42925,51176,50175,59159
20201,"Washington, KS",41259,44312,45852,52731
20203,"Wichita, KS",67471,61298,61878,61032
20205,"Wilson, KS",41449,41460,41838,45341
20207,"Woodson, KS",34429,37622,39032,43381
20209,"Wyandotte, KS",31969,33097,34371,36961
21001,"Adair, KY",30015,31196,32066,35880
21003,"Allen, KY",32089,32132,33024,35499
21005,"Anderson, KY",38464,39371,40950,44009
21007,"Ballard, KY",36954,36585,40587,45124
21009,"Barren, KY",35320,36026,37800,41057
21011,"Bath, KY",29859,30462,31578,35333
21013,"Bell, KY",28367,29313,30262,34618
21015,"Boone, KY",46265,48353,50183,53405
21017,"Bourbon, KY",47509,47826,50326,51624
21019,"Boyd, KY",37088,39009,40201,43917
21021,"Boyle, KY",36735,37604,39983,43024
21023,"Bracken, KY",35356,36913,38343,42258
21025,"Breathitt, KY",32703,33430,34070,38011
21027,"Breckinridge, KY",33347,33473,35124,39084
21029,"Bullitt, KY",40104,41649,43110,46618
21031,"Butler, KY",33248,33858,35294,38969
21033,"Caldwell, KY",32604,33420,35425,40364
21035,"Calloway, KY",34144,34946,36114,38629
21037,"Campbell, KY",46486,48173,50368,53445
21039,"Carlisle, KY",40576,39301,44953,48900
21041,"Carroll, KY",34300,36325,38068,41568
21043,"Carter, KY",30083,30632,31902,36002
21045,"Casey, KY",29715,30470,31686,36436
21047,"Christian, KY",37572,38002,39298,42884
21049,"Clark, KY",38762,39125,40745,43952
21051,"Clay, KY",29746,30169,30760,35259
21053,"Clinton, KY",30136,31305,31584,35609
21055,"Crittenden, KY",33075,34576,36302,39879
21057,"Cumberland, KY",32614,33925,35993,44628
21059,"Daviess, KY",40731,41251,42741,46373
21061,"Edmonson, KY",32085,32648,34265,37223
21063,"Elliott, KY",21896,22422,23090,27001
21065,"Estill, KY",30802,31910,32995,36569
21067,"Fayette, KY",48037,49847,51983,54824
21069,"Fleming, KY",32887,33854,35038,39846
21071,"Floyd, KY",35611,36191,37129,41330
21073,"Franklin, KY",40854,41900,43522,47009
21075,"Fulton, KY",32667,32521,35227,39745
21077,"Gallatin, KY",31791,33110,34201,38178
21079,"Garrard, KY",33930,34478,35501,38822
21081,"Grant, KY",34917,35850,37427,40772
21083,"Graves, KY",36621,37254,38693,42264
21085,"Grayson, KY",32457,33270,34969,38959
21087,"Green, KY",33531,33685,35099,39882
21089,"Greenup, KY",38537,41068,42131,45897
21091,"Hancock, KY",35639,37317,40862,40261
21093,"Hardin, KY",42054,42599,44464,47873
21095,"Harlan, KY",29351,30308,31441,35824
21097,"Harrison, KY",34088,35113,36846,41079
21099,"Hart, KY",31101,32627,34228,37418
21101,"Henderson, KY",38252,39088,41329,44793
21103,"Henry, KY",37202,38129,39893,43426
21105,"Hickman, KY",41310,41701,43207,46425
21107,"Hopkins, KY",38667,38823,40219,42918
21109,"Jackson, KY",27883,28515,29905,33106
21111,"Jefferson, KY",49781,52081,54293,57863
21113,"Jessamine, KY",44029,44884,46769,49406
21115,"Johnson, KY",31954,32985,34442,37769
21117,"Kenton, KY",54964,56075,58917,62500
21119,"Knott, KY",29133,30385,31517,35697
21121,"Knox, KY",28563,28882,29841,33797
21123,"Larue, KY",35560,36712,38332,42333
21125,"Laurel, KY",32955,33576,34265,37869
21127,"Lawrence, KY",30366,31567,33031,36446
21129,"Lee, KY",29715,29693,28755,32694
21131,"Leslie, KY",31524,32599,34057,38666
21133,"Letcher, KY",29433,30524,31560,35770
21135,"Lewis, KY",29961,31032,32167,36806
21137,"Lincoln, KY",31370,31806,33549,37303
21139,"Livingston, KY",35889,36807,38644,43379
21141,"Logan, KY",34230,34830,37061,40963
21143,"Lyon, KY",34114,35847,37823,40843
21145,"McCracken, KY",46283,46576,48517,52171
21147,"McCreary, KY",24846,25887,26649,30943
21149,"McLean, KY",39162,38981,39825,43162
21151,"Madison, KY",34457,35177,35969,39093
21153,"Magoffin, KY",29974,31530,33307,38033
21155,"Marion, KY",35200,36362,37733,41225
21157,"Marshall, KY",39400,40296,42509,45975
21159,"Martin, KY",29172,29474,29194,32383
21161,"Mason, KY",38724,39302,41414,45488
21163,"Meade, KY",38670,39332,41449,44720
21165,"Menifee, KY",29457,30364,31719,35489
21167,"Mercer, KY",36369,36717,37891,41025
21169,"Metcalfe, KY",29932,30599,31968,35804
21171,"Monroe, KY",35625,35891,37421,42638
21173,"Montgomery, KY",33977,34516,36141,39549
21175,"Morgan, KY",26425,26967,28308,31500
21177,"Muhlenberg, KY",33306,33531,34807,37328
21179,"Nelson, KY",41027,42510,44101,47784
21181,"Nicholas, KY",34074,34082,35360,39531
21183,"Ohio, KY",32064,32508,33140,36606
21185,"Oldham, KY",60167,63867,66583,68986
21187,"Owen, KY",32778,33466,33906,37464
21189,"Owsley, KY",30772,31469,32179,36830
21191,"Pendleton, KY",44334,43704,45354,46524
21193,"Perry, KY",36700,37606,38701,43661
21195,"Pike, KY",35251,36501,35833,39450
21197,"Powell, KY",31119,31713,32497,37224
21199,"Pulaski, KY",35281,36879,38331,41989
21201,"Robertson, KY",32199,32518,33813,39137
21203,"Rockcastle, KY",30362,30817,32301,35809
21205,"Rowan, KY",29666,30915,31654,34561
21207,"Russell, KY",32912,36043,37449,40672
21209,"Scott, KY",42298,43176,44391,47509
21211,"Shelby, KY",44332,45299,46655,50602
21213,"Simpson, KY",37034,37218,38943,42537
21215,"Spencer, KY",42931,44245,45606,49066
21217,"Taylor, KY",33519,34064,35388,39488
21219,"Todd, KY",36965,36274,38800,41672
21221,"Trigg, KY",36490,36342,38177,41497
21223,"Trimble, KY",36547,38405,40200,44227
21225,"Union, KY",32606,33388,36328,41157
21227,"Warren, KY",37050,37256,38153,40705
21229,"Washington, KY",36850,37413,38091,41902
21231,"Wayne, KY",27524,28725,29160,33258
21233,"Webster, KY",38662,38399,39887,42496
21235,"Whitley, KY",32288,33163,34331,38256
21237,"Wolfe, KY",30486,31056,31477,36449
21239,"Woodford, KY",50656,50920,53192,54911
